Statistics on Neighborhood data (source:CBS)
MEPopulation;MEChildren;MEStudents;MEMobileAdults;MENotMobileAdults;MEElderly;CBStotal;OIStotal
2.668831168831169;86.85714285714286;122.72943722943722;-213.76839826839827;-1.5303030303030303;1.5108225108225108;861750.0;861908.0
