WijkenEnBu,BU_CODE,cbs_l1_totalpo,cbs_l2_childre,cbs_l3_student,cbs_l4_mobile_,cbs_l5_not_mob,cbs_l6_elderly,cbs_l10_wester,cbs_l10_nonwes,cbs_l10_mar,cbs_l10_ant,cbs_l10_sur,cbs_l10_tur,ois_totalpop,ois_Children,ois_Students,ois_MobileAdul,ois_NotMobileA,ois_Elderly,ois_l10_sur,ois_l10_ant,ois_l10_mar,ois_l10_tur,ois_l10_wester,ois_l10_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobile_adults,ois_gc1_2018_mobile_adults,ois_gc_2018_not_mobile_adults,ois_gc1_2018_not_mobile_adults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,BuurtID,Buurtcode,Oppervlakt,Stadsdeelc,Wijkcode,ois_gc1_2018_tur
Amstel III deel A/B Zuid,BU03639203,430.0,5.0,310.0,110.0,10.0,0.0,50.0,175.0,20.0,15.0,45.0,15.0,430.0,24.0,381.0,17.0,8.0,0.0,46.0,13.0,21.0,14.0,79.0,51.0,18.0,24.0,0.0,0.0,3.0,3.0,16.0,17.0,8.0,8.0,346.0,381.0,388.0,430.0,1.0,367,03630000000488,T92d,375486.0,T,T92,1.0
Amstel III deel C/D Zuid,BU03639204,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,,,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,,368,03630000000489,T92e,359966.0,T,T92,
AMC,BU03639205,35.0,0.0,5.0,15.0,20.0,0.0,5.0,25.0,5.0,0.0,10.0,0.0,35.0,1.0,5.0,12.0,17.0,0.0,10.0,1.0,5.0,0.0,7.0,5.0,7.0,16.0,0.0,1.0,4.0,7.0,13.0,13.0,17.0,17.0,40.0,183.0,77.0,230.0,,369,03630000000490,T92f,801463.0,T,T92,
Hoge Dijk,BU03639206,150.0,15.0,70.0,50.0,15.0,10.0,20.0,45.0,15.0,0.0,10.0,0.0,152.0,68.0,38.0,25.0,14.0,7.0,11.0,1.0,15.0,1.0,19.0,18.0,68.0,68.0,4.0,4.0,1.0,5.0,25.0,33.0,13.0,29.0,38.0,40.0,148.0,174.0,,490,03630000000491,T92g,1605331.0,T,T92,
Venserpolder West,BU03639300,5240.0,800.0,555.0,1795.0,1495.0,610.0,595.0,3665.0,155.0,280.0,1595.0,110.0,5245.0,998.0,876.0,1270.0,1494.0,607.0,1591.0,281.0,154.0,109.0,1533.0,591.0,1016.0,1135.0,617.0,634.0,77.0,83.0,1287.0,1422.0,1519.0,1609.0,893.0,1176.0,5332.0,5976.0,16.0,488,03630000000492,T93a,498429.0,T,T93,21.0
Venserpolder Oost,BU03639301,3455.0,500.0,435.0,1295.0,975.0,260.0,440.0,2395.0,125.0,145.0,1045.0,80.0,3455.0,671.0,665.0,888.0,974.0,257.0,1041.0,145.0,122.0,80.0,1011.0,429.0,646.0,730.0,247.0,265.0,46.0,55.0,863.0,928.0,937.0,1008.0,643.0,837.0,3336.0,3768.0,9.0,370,03630000000493,T93b,322687.0,T,T93,10.0
D-buurt,BU03639302,1975.0,135.0,1160.0,540.0,120.0,30.0,475.0,980.0,25.0,160.0,270.0,30.0,1978.0,312.0,1366.0,151.0,118.0,31.0,272.0,160.0,25.0,27.0,519.0,451.0,305.0,591.0,33.0,70.0,9.0,20.0,146.0,316.0,132.0,372.0,1381.0,1515.0,1997.0,2864.0,3.0,371,03630000000494,T93c,277037.0,T,T93,13.0
F-buurt,BU03639303,3855.0,830.0,705.0,1135.0,1010.0,185.0,290.0,3020.0,130.0,180.0,1535.0,85.0,3862.0,1177.0,690.0,799.0,1011.0,185.0,1534.0,181.0,129.0,86.0,1092.0,291.0,1188.0,1256.0,209.0,290.0,49.0,50.0,809.0,896.0,1007.0,1118.0,677.0,794.0,3890.0,4354.0,14.0,372,03630000000495,T93d,232072.0,T,T93,17.0
Amsterdamse Poort,BU03639304,1430.0,185.0,275.0,405.0,400.0,170.0,230.0,1055.0,35.0,110.0,495.0,15.0,1436.0,240.0,347.0,277.0,402.0,170.0,491.0,107.0,32.0,12.0,421.0,218.0,232.0,551.0,167.0,285.0,15.0,30.0,270.0,670.0,391.0,848.0,352.0,697.0,1412.0,3051.0,,355,03630000000496,T93e,431393.0,T,T93,4.0
Hoptille,BU03639305,1620.0,300.0,370.0,565.0,325.0,60.0,195.0,1130.0,65.0,120.0,380.0,30.0,1623.0,412.0,480.0,346.0,325.0,60.0,380.0,120.0,63.0,27.0,546.0,187.0,396.0,546.0,59.0,91.0,25.0,36.0,325.0,449.0,306.0,485.0,464.0,571.0,1550.0,2142.0,2.0,356,03630000000709,T93f,203619.0,T,T93,4.0
Rechte H-buurt,BU03639306,3100.0,600.0,515.0,830.0,905.0,255.0,250.0,2520.0,65.0,155.0,780.0,30.0,3107.0,826.0,531.0,596.0,902.0,252.0,779.0,156.0,65.0,28.0,1494.0,248.0,820.0,1063.0,245.0,303.0,39.0,52.0,599.0,819.0,889.0,1199.0,538.0,638.0,3091.0,4022.0,3.0,364,03630000000710,T93g,196192.0,T,T93,3.0
Hakfort/Huigenbos,BU03639307,2555.0,520.0,470.0,800.0,640.0,130.0,205.0,1955.0,95.0,150.0,605.0,40.0,2559.0,714.0,607.0,470.0,641.0,127.0,603.0,151.0,94.0,41.0,1065.0,205.0,714.0,778.0,127.0,143.0,41.0,42.0,470.0,512.0,641.0,699.0,607.0,633.0,2559.0,2765.0,2.0,365,03630000000711,T93h,294799.0,T,T93,4.0
Huntum,BU03639308,200.0,20.0,30.0,45.0,55.0,55.0,45.0,80.0,5.0,5.0,40.0,0.0,204.0,41.0,22.0,32.0,53.0,56.0,40.0,2.0,3.0,0.0,36.0,41.0,31.0,241.0,50.0,96.0,,3.0,24.0,154.0,37.0,225.0,14.0,102.0,156.0,818.0,,366,03630000000712,T93i,119183.0,T,T93,1.0
Vogeltjeswei,BU03639309,715.0,120.0,90.0,195.0,230.0,85.0,65.0,560.0,5.0,35.0,330.0,25.0,718.0,150.0,118.0,137.0,227.0,86.0,332.0,35.0,5.0,22.0,166.0,62.0,154.0,270.0,63.0,168.0,2.0,8.0,140.0,324.0,228.0,366.0,113.0,214.0,698.0,1342.0,,345,03630000000713,T93j,72287.0,T,T93,1.0
Nelson Mandelapark,BU03639310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,32.0,171.0,14.0,87.0,1.0,5.0,26.0,190.0,48.0,240.0,17.0,143.0,137.0,831.0,,489,03630000000714,T93k,510340.0,T,T93,2.0
E-buurt,BU03639400,2195.0,560.0,505.0,675.0,435.0,30.0,250.0,1465.0,70.0,100.0,790.0,95.0,2201.0,736.0,477.0,524.0,433.0,31.0,787.0,98.0,70.0,95.0,414.0,246.0,746.0,1030.0,35.0,126.0,26.0,36.0,528.0,763.0,446.0,833.0,486.0,622.0,2241.0,3374.0,15.0,42,03630000000715,T94a,319377.0,T,T94,17.0
G-buurt West,BU03639401,3735.0,510.0,565.0,1195.0,1125.0,350.0,405.0,2800.0,60.0,210.0,1535.0,30.0,3738.0,716.0,742.0,810.0,1122.0,348.0,1532.0,211.0,58.0,31.0,965.0,399.0,718.0,1246.0,330.0,598.0,23.0,58.0,790.0,1222.0,1108.0,1760.0,709.0,1037.0,3655.0,5863.0,3.0,374,03630000000716,T94b,426869.0,T,T94,20.0
Bijlmermuseum Noord,BU03639402,2290.0,385.0,320.0,495.0,715.0,385.0,190.0,1820.0,45.0,140.0,580.0,10.0,2290.0,539.0,316.0,339.0,714.0,382.0,580.0,139.0,46.0,10.0,1045.0,188.0,560.0,728.0,405.0,481.0,27.0,31.0,378.0,633.0,748.0,984.0,372.0,612.0,2463.0,3438.0,,58,03630000000717,T94c,165344.0,T,T94,7.0
Ransdorp,BU03637305,310.0,60.0,35.0,45.0,100.0,75.0,30.0,10.0,0.0,0.0,5.0,0.0,310.0,80.0,16.0,39.0,100.0,75.0,2.0,0.0,0.0,0.0,8.0,28.0,78.0,92.0,75.0,83.0,,,37.0,41.0,102.0,120.0,17.0,26.0,309.0,362.0,,484,03630000000699,N73f,2272049.0,N,N73,
Kortvoort,BU03639403,2625.0,390.0,300.0,745.0,725.0,470.0,230.0,1880.0,65.0,250.0,905.0,20.0,2631.0,520.0,403.0,512.0,725.0,471.0,905.0,250.0,62.0,21.0,644.0,229.0,525.0,844.0,459.0,562.0,28.0,34.0,514.0,750.0,735.0,1028.0,408.0,556.0,2641.0,3740.0,4.0,375,03630000000718,T94d,222325.0,T,T94,6.0
K-buurt Zuidoost,BU03639406,1335.0,355.0,190.0,520.0,240.0,40.0,105.0,995.0,40.0,85.0,435.0,40.0,1340.0,441.0,198.0,424.0,240.0,37.0,433.0,86.0,41.0,37.0,395.0,103.0,466.0,729.0,47.0,119.0,14.0,29.0,436.0,654.0,272.0,561.0,216.0,545.0,1437.0,2608.0,5.0,377,03630000000721,T94g,196049.0,T,T94,7.0
Zunderdorp,BU03637307,480.0,75.0,55.0,95.0,140.0,120.0,35.0,15.0,0.0,0.0,5.0,0.0,481.0,100.0,50.0,73.0,138.0,120.0,3.0,0.0,0.0,0.0,13.0,34.0,99.0,110.0,118.0,124.0,,,73.0,79.0,136.0,149.0,45.0,50.0,471.0,512.0,,357,03630000000701,N73h,8864673.0,N,N73,
K-buurt Zuidwest,BU03639407,1460.0,310.0,260.0,410.0,385.0,100.0,80.0,1155.0,45.0,80.0,610.0,30.0,1465.0,463.0,199.0,316.0,386.0,101.0,609.0,81.0,45.0,27.0,395.0,81.0,415.0,795.0,99.0,206.0,16.0,31.0,291.0,545.0,344.0,710.0,180.0,356.0,1329.0,2612.0,1.0,378,03630000000722,T94h,168453.0,T,T94,4.0
Noorderstrook West,BU03637308,15.0,0.0,0.0,10.0,10.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,18.0,2.0,2.0,,,4.0,16.0,8.0,17.0,4.0,9.0,18.0,62.0,,486,03630023753983,N73i,1017630.0,N,N73,3.0
Noorderstrook Oost,BU03637309,5.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,,,3.0,3.0,1.0,1.0,2.0,2.0,8.0,8.0,,358,03630023753984,N73j,479282.0,N,N73,14.0
G-buurt Oost,BU03639409,3185.0,260.0,410.0,775.0,805.0,940.0,590.0,1045.0,35.0,70.0,520.0,30.0,3189.0,392.0,516.0,532.0,808.0,941.0,517.0,68.0,34.0,28.0,406.0,582.0,437.0,603.0,951.0,975.0,21.0,24.0,581.0,728.0,851.0,984.0,545.0,630.0,3365.0,3920.0,4.0,491,03630000000724,T94j,971111.0,T,T94,7.0
Kantershof,BU03639410,2180.0,295.0,260.0,465.0,700.0,470.0,270.0,1240.0,20.0,90.0,615.0,15.0,2183.0,412.0,268.0,338.0,698.0,467.0,614.0,89.0,19.0,16.0,501.0,266.0,399.0,704.0,459.0,493.0,16.0,29.0,333.0,553.0,665.0,917.0,242.0,416.0,2098.0,3083.0,5.0,381,03630000000725,T94k,604509.0,T,T94,10.0
Gooise Kant,BU03639411,330.0,85.0,30.0,165.0,55.0,0.0,30.0,225.0,5.0,20.0,110.0,20.0,333.0,99.0,59.0,120.0,54.0,1.0,109.0,18.0,5.0,17.0,74.0,30.0,101.0,169.0,17.0,252.0,1.0,2.0,120.0,163.0,64.0,190.0,57.0,97.0,359.0,871.0,2.0,382,03630000000726,T94l,154120.0,T,T94,2.0
Kelbergen,BU03639404,1005.0,160.0,160.0,225.0,300.0,165.0,85.0,645.0,10.0,45.0,340.0,10.0,1010.0,231.0,165.0,151.0,297.0,166.0,342.0,45.0,11.0,9.0,239.0,85.0,266.0,442.0,168.0,256.0,3.0,10.0,172.0,276.0,327.0,509.0,175.0,260.0,1108.0,1743.0,,376,03630000000719,T94e,217996.0,T,T94,1.0
Grunder/Koningshoef,BU03639408,1750.0,360.0,255.0,580.0,470.0,95.0,140.0,1375.0,45.0,85.0,790.0,35.0,1752.0,490.0,258.0,440.0,471.0,93.0,789.0,87.0,44.0,32.0,422.0,137.0,454.0,583.0,79.0,113.0,14.0,18.0,367.0,575.0,425.0,574.0,244.0,417.0,1569.0,2262.0,3.0,379,03630000000723,T94i,131271.0,T,T94,6.0
K-buurt Midden,BU03639405,2415.0,475.0,410.0,830.0,555.0,150.0,215.0,1775.0,105.0,110.0,600.0,15.0,2420.0,605.0,584.0,525.0,556.0,150.0,598.0,105.0,103.0,14.0,955.0,211.0,511.0,969.0,124.0,205.0,33.0,51.0,410.0,745.0,474.0,859.0,509.0,782.0,2028.0,3560.0,1.0,89,03630000000720,T94f,160343.0,T,T94,3.0
Holendrecht Oost,BU03639602,2510.0,345.0,250.0,595.0,660.0,670.0,325.0,1075.0,40.0,80.0,615.0,15.0,2511.0,451.0,299.0,436.0,658.0,667.0,615.0,77.0,38.0,16.0,328.0,323.0,451.0,542.0,667.0,697.0,11.0,11.0,436.0,512.0,658.0,750.0,299.0,353.0,2511.0,2854.0,4.0,389,03630000000734,T96c,665644.0,T,T96,6.0
Gaasperdam Noord,BU03639603,2035.0,310.0,235.0,685.0,615.0,190.0,240.0,1280.0,60.0,85.0,650.0,25.0,2037.0,428.0,286.0,517.0,615.0,191.0,649.0,84.0,59.0,24.0,464.0,238.0,430.0,510.0,191.0,241.0,27.0,31.0,522.0,592.0,616.0,703.0,288.0,355.0,2047.0,2401.0,,390,03630000000735,T96d,253110.0,T,T96,3.0
Gaasperdam Zuid,BU03639604,1455.0,185.0,195.0,415.0,420.0,250.0,190.0,845.0,20.0,60.0,410.0,5.0,1455.0,254.0,220.0,314.0,417.0,250.0,411.0,58.0,18.0,5.0,355.0,189.0,261.0,336.0,254.0,303.0,14.0,14.0,321.0,408.0,415.0,551.0,206.0,280.0,1457.0,1878.0,,391,03630000000736,T96e,192494.0,T,T96,
G-buurt Noord,BU03639412,1775.0,335.0,220.0,515.0,605.0,110.0,85.0,1535.0,35.0,130.0,630.0,10.0,1778.0,459.0,193.0,414.0,605.0,107.0,627.0,128.0,35.0,7.0,738.0,82.0,436.0,559.0,108.0,147.0,19.0,23.0,395.0,498.0,579.0,708.0,183.0,251.0,1701.0,2163.0,2.0,383,03630000000727,T94m,80653.0,T,T94,4.0
Reigersbos Midden,BU03639605,2460.0,370.0,310.0,720.0,660.0,410.0,235.0,1545.0,70.0,100.0,835.0,25.0,2464.0,533.0,346.0,518.0,658.0,409.0,835.0,100.0,70.0,25.0,519.0,231.0,515.0,665.0,393.0,467.0,25.0,33.0,495.0,653.0,649.0,811.0,345.0,419.0,2397.0,3015.0,5.0,392,03630000000737,T96f,251118.0,T,T96,6.0
Reigersbos Zuid,BU03639606,2570.0,390.0,270.0,710.0,745.0,465.0,345.0,1235.0,40.0,75.0,680.0,15.0,2572.0,503.0,355.0,509.0,742.0,463.0,679.0,75.0,38.0,15.0,432.0,341.0,512.0,686.0,468.0,528.0,16.0,26.0,516.0,709.0,745.0,964.0,357.0,473.0,2598.0,3360.0,1.0,496,03630000000738,T96g,630469.0,T,T96,4.0
Gein Noordwest,BU03639700,3010.0,525.0,400.0,885.0,820.0,385.0,340.0,1905.0,70.0,165.0,905.0,20.0,3013.0,697.0,479.0,634.0,819.0,384.0,902.0,163.0,71.0,18.0,747.0,339.0,697.0,748.0,384.0,413.0,40.0,43.0,634.0,691.0,819.0,896.0,479.0,513.0,3013.0,3261.0,,394,03630000000739,T97a,319354.0,T,T97,
Bijlmermuseum Zuid,BU03639413,3145.0,580.0,555.0,1020.0,785.0,215.0,430.0,2135.0,85.0,140.0,625.0,20.0,3151.0,801.0,694.0,658.0,785.0,213.0,625.0,140.0,82.0,20.0,1272.0,423.0,870.0,1217.0,227.0,315.0,35.0,46.0,788.0,1086.0,856.0,1263.0,746.0,1011.0,3487.0,4892.0,3.0,384,03630000000728,T94n,257594.0,T,T94,10.0
Gaasperpark,BU03639501,20.0,5.0,5.0,5.0,15.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,23.0,3.0,5.0,1.0,12.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,6.0,2.0,23.0,,,1.0,16.0,12.0,23.0,5.0,10.0,23.0,78.0,,493,03630000000730,T95b,847165.0,T,T95,1.0
Gein Zuidwest,BU03639701,1685.0,315.0,220.0,570.0,485.0,105.0,160.0,1230.0,40.0,80.0,520.0,10.0,1688.0,431.0,244.0,425.0,484.0,104.0,514.0,79.0,41.0,11.0,580.0,161.0,445.0,556.0,111.0,167.0,18.0,26.0,443.0,552.0,517.0,660.0,278.0,325.0,1794.0,2260.0,,395,03630000000740,T97b,180921.0,T,T97,
L-buurt,BU03639500,2860.0,350.0,245.0,930.0,760.0,580.0,560.0,975.0,25.0,75.0,360.0,35.0,2862.0,449.0,387.0,686.0,759.0,581.0,360.0,74.0,22.0,32.0,490.0,558.0,449.0,449.0,581.0,581.0,9.0,9.0,686.0,686.0,759.0,759.0,387.0,387.0,2862.0,2862.0,4.0,492,03630000000729,T95a,763816.0,T,T95,4.0
Dorp Driemond,BU03639800,1485.0,255.0,180.0,330.0,465.0,265.0,150.0,165.0,20.0,15.0,80.0,10.0,1486.0,351.0,151.0,259.0,462.0,263.0,81.0,15.0,17.0,10.0,43.0,147.0,351.0,379.0,260.0,266.0,5.0,5.0,259.0,279.0,461.0,481.0,151.0,155.0,1482.0,1560.0,,499,03630000000743,T98a,350656.0,T,T98,
Gein Noordoost,BU03639702,3310.0,435.0,410.0,720.0,1205.0,540.0,455.0,1125.0,15.0,50.0,600.0,15.0,3314.0,636.0,405.0,526.0,1206.0,541.0,597.0,50.0,14.0,16.0,450.0,451.0,636.0,680.0,541.0,557.0,8.0,10.0,526.0,579.0,1206.0,1272.0,405.0,450.0,3314.0,3538.0,1.0,497,03630000000741,T97c,647836.0,T,T97,1.0
Gein Zuidoost,BU03639703,3420.0,505.0,335.0,955.0,1085.0,545.0,390.0,1750.0,80.0,135.0,875.0,20.0,3423.0,672.0,396.0,726.0,1086.0,543.0,875.0,132.0,81.0,21.0,643.0,386.0,616.0,700.0,497.0,574.0,31.0,35.0,665.0,744.0,981.0,1137.0,352.0,429.0,3111.0,3584.0,2.0,498,03630000000742,T97d,773357.0,T,T97,3.0
Landelijk gebied Driemond,BU03639801,120.0,40.0,10.0,30.0,35.0,10.0,15.0,10.0,0.0,5.0,5.0,0.0,120.0,46.0,5.0,28.0,33.0,8.0,5.0,4.0,0.0,0.0,0.0,12.0,46.0,82.0,9.0,46.0,,1.0,28.0,56.0,34.0,74.0,5.0,23.0,122.0,281.0,,397,03630000000744,T98b,1672664.0,T,T98,
Gaasperplas,BU03639502,35.0,0.0,10.0,5.0,15.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,36.0,6.0,4.0,4.0,13.0,9.0,1.0,0.0,0.0,0.0,5.0,2.0,6.0,42.0,11.0,53.0,,1.0,4.0,36.0,13.0,95.0,4.0,20.0,38.0,246.0,,494,03630000000731,T95c,1337648.0,T,T95,
Holendrecht West,BU03639600,2915.0,655.0,440.0,655.0,695.0,475.0,190.0,2115.0,75.0,185.0,1130.0,25.0,2916.0,896.0,342.0,508.0,696.0,474.0,1129.0,183.0,76.0,24.0,702.0,187.0,926.0,1075.0,476.0,530.0,35.0,35.0,522.0,618.0,723.0,851.0,356.0,415.0,3003.0,3489.0,4.0,385,03630000000732,T96a,350298.0,T,T96,4.0
Reigersbos Noord,BU03639601,4305.0,925.0,615.0,1140.0,1140.0,485.0,270.0,3300.0,130.0,335.0,1490.0,55.0,4307.0,1248.0,606.0,827.0,1140.0,486.0,1488.0,336.0,129.0,54.0,1292.0,268.0,1214.0,1326.0,484.0,684.0,58.0,61.0,810.0,889.0,1109.0,1288.0,588.0,664.0,4205.0,4851.0,2.0,495,03630000000733,T96b,369420.0,T,T96,8.0
0,BU03639997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,BU03639998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
