index,Buurtcode,ois_totalpop,ois_children,ois_students,ois_mobadults,ois_nmobadults,ois_elderly,ois_sur,ois_ant,ois_mar,ois_tur,ois_wester,ois_nonwes,ois_gc_2018_children,ois_gc1_2018_children,ois_gc_2018_elderly,ois_gc1_2018_elderly,ois_gc_2018_mar,ois_gc1_2018_mar,ois_gc_2018_mobadults,ois_gc1_2018_mobadults,ois_gc_2018_nmobadults,ois_gc1_2018_nmobadults,ois_gc_2018_students,ois_gc1_2018_students,ois_gc_2018_sur,ois_gc1_2018_sur,ois_gc_2018_totalpop,ois_gc1_2018_totalpop,ois_gc_2018_tur,id,ois_gc1_2018_tur,Buurtnaam,Wijkcode,Stadsdeelc,Oppervlakt,BuurtID,sdnaam,gebiedcode,gebiednaam,totalpop,Children,Students,MobileAdul,NotMobileA,Elderly,l10_sur,l10_ant,l10_tur,l10_mar,l10_wester,l10_nonwes,autoch,ois_gc2_l1_totalpop,ois_gc2_l2_children,ois_gc2_l3_students,ois_gc2_l4_mobile_adults,ois_gc2_l5_not_mobile_adults,ois_gc2_l6_elderly,ois_gc2_tur,ois_gc2_mar,ois_gc2_ant,ois_gc2_sur
187,K25d,3517,410,857,1094,739,417,124,28,151,76,323,847,374,672,386,807,82,133,1002,1614,675,1156,734,1286,72,132,3171,5535,46,187,63,Cornelis Troostbuurt,K25,K,156469,3.63E+12,K Zuid,K25d Cornelis Troostbuurt,Cornelis Troostbuurt,3517,410,857,1094,739,417,124,28,76,151,323,847,1968,3642.706412,432.8938683,852.0309713,1131.19535,774.0730349,452.5131883,50.7335016,94.89772594,14.99119474,87.26538555
188,K26a,3144,539,555,720,851,479,219,41,348,106,433,595,528,700,470,615,190,226,698,1051,831,1144,521,959,169,213,3048,4469,66,188,93,Diamantbuurt,K26,K,167176,3.63E+12,K Zuid,K26a Diamantbuurt,Diamantbuurt,3144,539,555,720,851,479,219,41,106,348,433,595,1402,3018.286894,513.673031,534.6310815,692.418262,821.9585185,455.6060012,67.6447497,182.7471112,24.67642512,162.4571292
189,K26b,2806,375,567,650,775,439,198,30,275,118,303,538,350,700,411,786,149,223,592,1444,705,1401,524,1163,123,213,2582,5494,74,189,138,Burgemeester Tellegenbuurt Oost,K26,K,121435,3.63E+12,K Zuid,K26b Burgemeester Tellegenbuurt Oost,Burgemeester Tellegenbuurt Oost,2806,375,567,650,775,439,198,30,118,275,303,538,1344,3033.598537,401.7068851,620.8858208,722.1804768,814.2838049,474.5415493,80.96561938,161.2121634,17.57195037,138.1768522
190,M55c,1027,123,255,337,184,128,37,4,5,35,107,253,140,161,153,166,8,22,351,401,204,244,273,324,23,34,1121,1296,26,190,32,Julianapark,M55,M,191954,3.63E+12,M Oost,M55c Julianapark,Julianapark,1027,123,255,337,184,128,37,4,35,5,107,253,586,1103.606643,135.4947601,270.9657981,349.5784136,203.5364374,144.0312341,25.3859172,9.624090552,1.807827551,24.26735259
191,M56c,5118,1293,764,1231,1224,606,112,45,76,22,308,965,1247,1515,589,738,35,45,1198,1389,1188,1423,774,1109,45,62,4996,6174,10,191,17,Middenmeer Zuid,M56,M,395964,3.63E+12,M Oost,M56c Middenmeer Zuid,Middenmeer Zuid,5118,1293,764,1231,1224,606,112,45,22,76,308,965,3590,4980.351283,1244.923537,776.5420737,1181.524902,1187.128583,590.2321869,10.39001195,35.63011114,20.85218977,47.34051091
192,M56g,,,,,,,,,,,,,3,23,0,12,,,2,3,4,56,1,16,,1,10,110,,192,,Sportpark Voorland,M56,M,269470,3.63E+12,M Oost,M56g Sportpark Voorland,Sportpark Voorland,,,,,,,,,,,,,,18.13893223,4.182785924,2.241681914,1.114893422,9.734204656,0.865366314,,,,0.004894466
193,F88b,962,178,99,151,350,184,38,8,17,19,87,187,174,206,183,194,5,24,149,223,343,383,96,122,16,24,945,1128,14,193,21,Park Haagseweg,F88,F,121314,3.63E+12,F Nieuw-West,F88b Park Haagseweg,Park Haagseweg,962,178,99,151,350,184,38,8,19,17,87,187,606,912.233259,165.1219557,92.17223525,147.0385139,328.7431473,179.1574069,13.7017849,5.261516232,5.864085606,15.86693851
194,F88c,165,35,12,29,80,9,1,3,0,0,7,33,32,36,9,9,,,27,31,72,82,12,12,,,152,170,,194,,Nieuwe Meer,F88,F,2273685,3.63E+12,F Nieuw-West,F88c Nieuwe Meer,Nieuwe Meer,165,35,12,29,80,9,1,3,0,0,7,33,121,144.4896492,30.33030744,10.78736085,25.23023245,69.14333238,8.998416053,,,0.984589505,
195,F87d,3435,606,1054,915,547,313,170,46,508,288,469,714,606,651,313,364,213,242,915,1007,547,700,1054,1094,114,146,3435,3816,146,195,155,Delflandpleinbuurt West,F87,F,340490,3.63E+12,F Nieuw-West,F87d Delflandpleinbuurt West,Delflandpleinbuurt West,3435,606,1054,915,547,313,170,46,288,508,469,714,1240,3427.031289,602.2825823,1045.623445,912.23564,550.5967361,316.2928857,144.0101293,213.5079727,33.37835952,112.6034717
196,F87f,1092,97,806,172,12,5,27,22,19,27,199,410,97,139,5,14,3,8,172,223,12,67,806,896,10,14,1092,1339,18,196,27,Schipluidenbuurt,F87,F,116487,3.63E+12,F Nieuw-West,F87f Schipluidenbuurt,Schipluidenbuurt,1092,97,806,172,12,5,27,22,27,19,199,410,388,1093.8469,97.87058761,806.2730709,171.3508508,12.99517141,5.357219408,18.05646518,3.153732659,15.85233707,10.14906134
197,K26c,2255,336,344,541,641,393,170,18,188,97,287,426,314,473,394,518,113,137,489,854,618,897,291,536,107,133,2106,3278,53,197,69,Burgemeester Tellegenbuurt West,K26,K,102270,3.63E+12,K Zuid,K26c Burgemeester Tellegenbuurt West,Burgemeester Tellegenbuurt West,2255,336,344,541,641,393,170,18,97,188,287,426,1069,2029.116188,299.2290702,309.6054199,479.558745,582.8869381,357.8360152,44.97998575,102.1236317,8.236963363,97.22846059
198,F88e,3126,697,407,551,1043,428,250,32,433,180,296,451,691,867,427,564,170,199,540,746,1027,1300,400,498,141,172,3085,3975,91,198,117,Nieuw Sloten Noordwest,F88,F,373500,3.63E+12,F Nieuw-West,F88e Nieuw Sloten Noordwest,Nieuw Sloten Noordwest,3126,697,407,551,1043,428,250,32,180,433,296,451,1484,3057.308821,685.1050402,390.8394807,537.4673523,1014.730759,429.1661884,86.77267901,166.6921388,13.79794661,138.2794649
199,F88f,3157,560,477,528,972,620,179,35,243,204,307,444,593,684,648,716,95,105,574,718,1036,1198,492,573,117,140,3343,3889,109,199,128,Nieuw Sloten Noordoost,F88,F,480263,3.63E+12,F Nieuw-West,F88f Nieuw Sloten Noordoost,Nieuw Sloten Noordoost,3157,560,477,528,972,620,179,35,204,243,307,444,1745,3228.013196,570.6845674,477.0639133,542.2257715,1007.639589,630.3993552,107.3754103,90.79733211,19.36019182,112.2642703
200,F88g,1079,122,124,223,303,307,68,10,59,63,155,247,110,333,289,449,33,71,199,465,279,636,122,310,37,87,999,2193,35,200,80,BelgiÃ«plein e.o.,F88,F,82893,3.63E+12,F Nieuw-West,F88g BelgiÃ¯Â¿Â½plein e.o.,BelgiÃ¯Â¿Â½plein e.o.,1079,122,124,223,303,307,68,10,63,59,155,247,477,1131.106774,140.0074452,138.2329163,232.9013236,310.1674398,309.797649,38.90024614,38.6390718,6.7668235,45.12213766
201,F88h,2329,528,292,366,944,199,182,17,75,93,207,385,490,641,179,266,27,50,340,454,879,1086,272,353,92,123,2160,2800,48,201,66,Nieuw Sloten Zuidwest,F88,F,231664,3.63E+12,F Nieuw-West,F88h Nieuw Sloten Zuidwest,Nieuw Sloten Zuidwest,2329,528,292,366,944,199,182,17,93,75,207,385,1370,2225.901062,503.9279093,282.2327264,353.0578812,897.8005334,188.8820116,51.31222014,32.35601567,8.094979418,96.38277278
202,F88i,2124,503,326,492,584,219,134,20,196,121,189,396,513,619,229,299,51,67,505,633,609,770,337,445,76,97,2193,2766,67,202,80,Nieuw Sloten Zuidoost,F88,F,256158,3.63E+12,F Nieuw-West,F88i Nieuw Sloten Zuidoost,Nieuw Sloten Zuidoost,2124,503,326,492,584,219,134,20,121,196,189,396,1068,2166.430242,504.7227748,338.8069704,501.1857224,601.1234352,220.591339,66.51021874,50.21220794,10.92781827,73.43327113
203,F88j,698,140,78,73,279,128,8,7,0,4,19,87,169,301,115,163,4,20,97,171,307,514,89,137,14,25,777,1286,4,203,23,Dorp Sloten,F88,F,612247,3.63002E+12,F Nieuw-West,F88j Dorp Sloten,Dorp Sloten,698,140,78,73,279,128,8,7,4,0,19,87,573,759.1270821,164.5092872,87.2437116,89.9111827,300.5209808,116.9419197,3.448921989,3.733380647,3,9.744984006
204,F89a,3258,703,615,599,688,653,247,29,631,286,375,520,703,786,653,751,269,291,599,797,688,774,615,727,155,175,3258,3835,125,204,137,Louis Chrispijnbuurt,F89,F,373516,3.63002E+12,F Nieuw-West,F89a Louis Chrispijnbuurt,Louis Chrispijnbuurt,3258,703,615,599,688,653,247,29,286,631,375,520,1170,3293.428709,708.0257785,623.2724924,614.4898603,690.4101165,657.2304618,124.8921134,270.9631698,21.1102826,155.9312666
205,F89b,3562,728,859,897,629,449,164,38,660,270,545,704,727,742,436,498,275,277,896,937,619,660,859,905,99,109,3537,3742,121,205,125,Jacques Veltmanbuurt,F89,F,308570,3.63002E+12,F Nieuw-West,F89b Jacques Veldmanbuurt,Jacques Veldmanbuurt,3562,728,859,897,629,449,164,38,270,660,545,704,1181,3407.593115,708.9849385,804.0151628,859.5568635,602.888907,432.1472435,119.0979833,271.5861303,19.10486306,95.3891957
206,F89c,2994,771,598,695,590,340,220,35,881,272,394,369,751,793,350,377,357,372,689,749,577,626,587,738,135,154,2954,3283,146,206,159,Staalmanbuurt,F89,F,321153,3.63002E+12,F Nieuw-West,F89c Staalmanbuurt,Staalmanbuurt,2994,771,598,695,590,340,220,35,272,881,394,369,823,3051.903238,763.2509377,643.1538276,705.0461818,587.5897832,352.8625075,149.8466801,361.9753432,26.3994916,140.7379697
207,K23b,,,,,,,,,,,,,10,98,21,108,,3,8,196,24,157,7,151,,12,70,710,,207,7,RAI,K23,K,370580,3.63002E+12,K Zuid,K23b RAI,RAI,,,,,,,,,,,,,,209.1054583,28.65661799,44.8346502,58.20473469,43.77231888,33.63713655,3.068626783,0.421701463,1.098487498,2.284577095
208,K23c,163,14,62,59,18,10,1,0,0,4,78,44,14,59,25,210,,5,59,120,15,110,62,112,,10,175,611,4,208,6,VU-kwartier,K23,K,463286,3.63002E+12,K Zuid,K23c VU-kwartier,VU-kwartier,163,14,62,59,18,10,1,0,4,0,78,44,36,197.6082683,18.35994195,51.48797292,57.02787808,25.49902347,45.23345184,3.442636343,0.736362268,0.249417254,1.506943062
209,K23d,2246,311,618,877,345,95,59,18,47,55,720,645,311,349,95,264,10,11,877,1028,345,400,618,909,28,44,2246,2950,42,209,53,Zuidas Zuid,K23,K,216762,3.63002E+12,K Zuid,K23d Zuidas Zuid,Zuidas Zuid,2246,311,618,877,345,95,59,18,55,47,720,645,702,2422.462469,319.4788327,685.076905,913.5236563,357.9767303,146.4063451,44.12045299,10.16924722,9.083380362,31.90263113
210,K23e,964,93,700,124,44,3,33,16,10,34,208,254,93,112,3,17,1,1,124,149,44,58,700,704,8,8,964,1040,14,210,16,Vivaldi,K23,K,289765,3.63002E+12,K Zuid,K23e Vivaldi,Vivaldi,964,93,700,124,44,3,33,16,34,10,208,254,409,924.9614085,91.35474881,656.417436,123.5685418,46.80486285,6.815819079,14.20325609,0.915836947,12.24253252,7.747510841
211,K24a,2539,353,655,728,594,209,69,26,43,27,205,643,366,445,307,385,15,25,753,998,603,783,696,932,32,50,2725,3543,18,211,23,Hemonybuurt,K24,K,139974,3.63E+12,K Zuid,K24a Hemonybuurt,Hemonybuurt,2539,353,655,728,594,209,69,26,27,43,205,643,1526,2590.364206,352.0953102,645.3963802,735.34963,591.5838112,265.9390748,19.334743,17.54327499,18.98623412,30.86910078
212,K24b,2003,237,517,591,451,207,61,22,98,39,250,560,245,415,189,413,39,68,630,1157,486,885,573,1198,36,87,2123,4068,24,212,50,Gerard Doubuurt,K24,K,106413,3.63E+12,K Zuid,K24b Gerard Doubuurt,Gerard Doubuurt,2003,237,517,591,451,207,61,22,39,98,250,560,973,2129.753512,239.7582116,581.1843404,631.0836432,473.0080043,204.7193121,23.68147263,38.78139001,8.38640893,37.40282443
213,K24c,2600,292,661,850,570,227,55,24,50,35,297,775,268,426,204,358,19,34,795,1243,523,814,609,1094,25,55,2399,3935,21,213,33,Frans Halsbuurt,K24,K,121394,3.63E+12,K Zuid,K24c Frans Halsbuurt,Frans Halsbuurt,2600,292,661,850,570,227,55,24,35,50,297,775,1364,2455.58628,283.4925533,626.11061,796.9764849,537.3324944,211.6741372,22.93675567,21.30666625,6.17801329,29.42478269
214,K24d,2588,250,782,800,530,226,102,28,105,77,304,658,269,383,240,330,55,75,855,1265,556,813,813,1261,67,93,2733,4052,57,214,66,Hercules Seghersbuurt,K24,K,84523,3.63E+12,K Zuid,K24d Hercules Seghersbuurt,Hercules Seghersbuurt,2588,250,782,800,530,226,102,28,77,105,304,658,1314,2453.081137,241.1500194,730.6427845,756.2545329,508.7480852,216.2857153,51.44107263,51.51881711,17.13579442,58.71495467
215,K24e,5037,498,1639,1413,1050,437,173,41,93,85,554,1373,509,869,486,814,62,148,1376,2443,1045,1859,1556,2666,98,177,4972,8651,57,215,92,Sarphatiparkbuurt,K24,K,227563,3.63E+12,K Zuid,K24e Sarphatiparkbuurt,Sarphatiparkbuurt,5037,498,1639,1413,1050,437,173,41,85,93,554,1373,2718,5130.857897,529.0839876,1607.563827,1423.23797,1087.510832,483.4612795,57.93132448,65.01773188,25.47305196,100.8640166
216,K25a,2616,245,669,742,549,411,115,26,139,47,253,591,251,448,326,565,79,111,770,1237,604,950,695,1078,73,127,2646,4278,30,216,49,Willibrordusbuurt,K25,K,124001,3.63E+12,K Zuid,K25a Willibrordusbuurt,Willibrordusbuurt,2616,245,669,742,549,411,115,26,47,139,253,591,1445,2587.870568,257.3803782,659.2593414,740.1416442,579.2383242,351.85088,32.091677,75.63640093,14.97831912,72.49515623
217,K25b,3806,471,929,1235,822,349,157,28,111,82,376,1011,436,759,327,602,61,134,1218,1980,794,1382,949,1572,92,166,3724,6295,56,217,85,Van der Helstpleinbuurt,K25,K,136255,3.63E+12,K Zuid,K25b Van der Helstpleinbuurt,Van der Helstpleinbuurt,3806,471,929,1235,822,349,157,28,82,111,376,1011,2041,3727.17323,441.3473495,944.4765354,1210.3423,800.8666115,330.1404337,53.23084169,64.12960267,13.37039029,91.63077409
218,K25c,2434,326,503,692,579,334,135,27,166,48,263,577,450,507,415,479,106,125,943,994,756,857,763,827,106,123,3327,3664,49,218,59,Lizzy Ansinghbuurt,K25,K,127524,3.63E+12,K Zuid,K25c Lizzy Ansinghbuurt,Lizzy Ansinghbuurt,2434,326,503,692,579,334,135,27,48,166,263,577,1218,2579.611097,355.9778545,572.5539073,725.875095,595.1652086,330.0390315,42.79915678,87.83627152,11.38166606,83.89235523
219,M56i,266,32,199,16,11,8,8,1,1,6,143,34,32,56,8,8,,1,16,44,11,11,199,546,3,11,266,665,2,219,4,Science Park Zuid,M56,M,848728,3.63E+12,M Oost,M56i Science Park Zuid,Science Park Zuid,266,32,199,16,11,8,8,1,6,1,143,34,73,297.3770345,34.72336125,226.1740745,17.47959874,11,8,2.099321549,0.15616106,0.322263843,3.532135544
220,M58b,1365,119,983,178,75,10,80,69,26,22,161,330,117,141,9,16,2,3,178,250,70,102,982,1284,41,42,1356,1793,8,220,8,Weespertrekvaart,M58,M,482454,3.63E+12,M Oost,M58b Weespertrekvaart,Weespertrekvaart,1365,119,983,178,75,10,80,69,22,26,161,330,677,1358.205948,119.5244702,982.3103979,173.6478752,72.52176698,10.20143824,8,2.304056004,19.02575302,40.96768825
221,M58f,43,7,8,12,16,0,2,1,0,1,0,3,7,7,0,1,,,12,12,16,16,8,8,,,43,44,1,221,1,Overamstel,M58,M,1193202,3.63E+12,M Oost,M58f Overamstel,Overamstel,43,7,8,12,16,0,2,1,1,0,0,3,36,41.06147431,5.785798004,8,11.93252123,15.21259644,0.130558631,1,,1,
222,M58j,710,37,566,72,20,15,26,8,9,11,122,178,35,40,17,27,,,73,87,19,30,567,572,9,9,711,756,4,222,4,Amstelkwartier West,M58,M,255482,3.63002E+12,M Oost,M58j Amstelkwartier West,Amstelkwartier West,710,37,566,72,20,15,26,8,11,9,122,178,356,697.7888827,35.12936904,563.3859673,70.50230837,15.45780447,13.31343345,3.962745764,,5.618687696,8.987581921
223,K44b,3621,555,773,1147,801,345,103,31,66,71,288,766,594,618,386,405,31,34,1252,1304,860,896,901,956,54,54,3993,4179,44,223,44,Westlandgrachtbuurt,K44,K,188043,3.63E+12,K Zuid,K44b Westlandgrachtbuurt,Westlandgrachtbuurt,3621,555,773,1147,801,345,103,31,71,66,288,766,2296,3376.320478,504.7998433,761.9737613,1060.367525,717.9121714,331.2671762,35.83899666,25.94500543,14.0539784,42.88270407
224,M34a,24,4,2,6,7,5,0,0,0,0,0,4,4,36,5,22,,3,6,167,7,55,2,125,,17,24,405,,224,11,Zeeburgereiland Noordwest,M34,M,486630,3.63E+12,M Oost,M34a Zeeburgereiland Noordwest,Zeeburgereiland Noordwest,24,4,2,6,7,5,0,0,0,0,0,4,20,83.3659813,8.608257936,23.6277998,29.48678378,14.62782085,7.015318932,1.863086625,0.353980404,0.353980404,1.862675466
225,N66c,1419,324,214,242,485,154,118,13,71,99,131,174,331,431,157,355,27,30,257,336,479,664,220,256,67,85,1444,2042,37,225,41,Walvisbuurt,N66,N,506734,3.63E+12,N Noord,N66c Walvisbuurt,Walvisbuurt,1419,324,214,242,485,154,118,13,99,71,131,174,813,1470.379324,325.2254948,210.8791526,251.0353229,480.4808767,202.7584773,35.6234275,25.37636506,7.977707486,70.96912234
226,N61c,1270,254,185,371,318,142,94,19,142,25,189,168,252,363,162,237,76,84,365,509,330,462,206,260,54,72,1315,1831,18,226,28,Vogelbuurt Noord,N61,N,318810,3.63E+12,N Noord,N61c Vogelbuurt Noord,Vogelbuurt Noord,1270,254,185,371,318,142,94,19,25,142,189,168,633,1227.65861,239.9994875,189.4701016,343.2187337,305.0062171,149.9640702,17.88754301,73.79748416,13.17368509,53.2163697
227,N61d,181,61,18,29,64,9,2,0,0,0,11,41,142,316,47,148,1,26,81,260,160,387,25,129,2,23,455,1240,,227,4,Vliegenbos,N61,N,395060,3.63E+12,N Noord,N61d Vliegenbos,Vliegenbos,181,61,18,29,64,9,2,0,0,0,11,41,127,459.2120971,134.6942228,35.266859,82.24466549,158.3440047,48.66234502,0.151006314,1.164986986,1.052512206,2.40483737
228,M33h,1741,234,242,389,656,220,147,9,128,85,182,324,235,289,220,257,54,61,390,449,660,749,244,285,106,114,1749,2029,48,228,51,Architectenbuurt,M33,M,142174,3.63E+12,M Oost,M33h Architectenbuurt,Architectenbuurt,1741,234,242,389,656,220,147,9,85,128,182,324,866,1560.226689,214.5192409,217.3268618,350.796973,578.1443424,199.4392706,38.54223417,44.56430809,4.797977221,91.42852031
229,M34e,73,17,7,11,28,10,0,0,2,0,0,10,17,137,10,23,1,1,11,38,28,145,7,16,,4,73,359,,229,2,Nieuwe Diep/Diemerpark,M34,M,2399741,3.63E+12,M Oost,M34e Nieuwe Diep/Diemerpark,Nieuwe Diep/Diemerpark,73,17,7,11,28,10,0,0,0,2,0,10,61,83.46391751,21.34682765,7.524683482,11.50043821,32.40421596,10.6877522,0.044327131,1,0.181576645,0.297252048
230,K52a,3024,546,642,759,668,409,45,22,21,31,198,729,520,630,380,496,7,20,730,900,621,777,629,752,15,29,2880,3555,14,230,27,Wielingenbuurt,K52,K,151022,3.63E+12,K Zuid,K52a Wielingenbuurt,Wielingenbuurt,3024,546,642,759,668,409,45,22,31,21,198,729,1978,2685.138044,488.2026312,570.4959753,683.6100751,585.91033,356.919032,11.61807063,7.156122702,8.591373299,13.35378106
231,K52b,4402,798,969,1092,907,636,92,24,81,56,311,943,779,1033,640,837,49,57,1074,1473,938,1237,940,1318,75,90,4371,5898,30,231,33,Scheldebuurt West,K52,K,255616,3.63E+12,K Zuid,K52b Scheldebuurt West,Scheldebuurt West,4402,798,969,1092,907,636,92,24,56,81,311,943,2895,4342.431656,782.1446022,952.4847224,1073.718328,910.1541,623.9299031,28.152629,41.24745418,12.94258624,66.93575445
232,K52c,3154,577,741,803,607,426,57,21,53,20,190,671,662,879,500,631,56,67,932,1228,708,927,806,1067,55,72,3608,4732,20,232,29,Scheldebuurt Midden,K52,K,160190,3.63E+12,K Zuid,K52c Scheldebuurt Midden,Scheldebuurt Midden,3154,577,741,803,607,426,57,21,20,53,190,671,2142,3167.375214,580.1074923,727.1653729,808.6178779,619.7371195,431.7473512,18.01675173,45.97200773,10.06582075,43.80318244
233,K52d,2414,434,598,613,489,280,52,27,40,17,174,560,408,717,283,545,19,42,591,1140,480,820,610,1078,21,50,2372,4300,11,233,20,Scheldebuurt Oost,K52,K,140564,3.63E+12,K Zuid,K52d Scheldebuurt Oost,Scheldebuurt Oost,2414,434,598,613,489,280,52,27,17,40,174,560,1544,2360.801393,412.7307459,581.3240799,599.0015891,475.2603922,292.4845857,10.04973398,17.74492724,8.8058027,21.51831814
234,K52g,1506,204,162,407,326,407,74,17,61,13,117,246,254,294,398,498,25,36,494,624,330,440,224,340,33,57,1700,2196,8,234,10,Veluwebuurt,K52,K,130855,3.63002E+12,K Zuid,K52g Veluwebuurt,Veluwebuurt,1506,204,162,407,326,407,74,17,13,61,117,246,978,1374.897864,204.3990448,162.6935164,380.8789472,266.8262206,360.1001346,6.179776465,16.62955416,7.149180678,26.71555534
235,K52h,612,92,165,264,67,24,6,5,10,9,61,177,46,159,9,118,,2,142,340,29,138,87,243,,8,313,998,3,235,6,Kop Zuidas,K52,K,169403,3.63002E+12,K Zuid,K52h Kop Zuidas,Kop Zuidas,612,92,165,264,67,24,6,5,9,10,61,177,344,529.5666658,82.97685362,133.9474295,217.2597697,61.99613334,33.38647975,4.36159831,0.907732207,2,1.742171245
236,K53a,2403,302,542,651,563,345,111,34,90,34,203,465,290,588,326,583,38,73,604,1106,539,963,510,1013,68,115,2269,4253,15,236,31,IJselbuurt West,K53,K,133226,3.63E+12,K Zuid,K53a IJselbuurt West,IJselbuurt West,2403,302,542,651,563,345,111,34,34,90,203,465,1466,2362.9827,311.8822652,521.7751129,637.909452,559.5790956,331.8367744,16.00969028,39.09431211,21.21559736,71.76113219
237,K53b,2908,429,777,724,632,346,126,34,179,81,227,593,421,636,339,573,92,152,723,1048,623,954,786,1085,84,142,2892,4296,48,237,63,IJselbuurt Oost,K53,K,158904,3.63E+12,K Zuid,K53b IJselbuurt Oost,IJselbuurt Oost,2908,429,777,724,632,346,126,34,81,179,227,593,1668,2930.661595,440.2555748,775.7238413,721.8221654,637.3567817,355.5032318,47.84545517,100.4716502,20.26391214,88.91786836
238,K54a,2483,331,567,654,579,352,93,31,118,50,255,466,338,650,336,699,61,103,654,1283,589,1134,530,1189,62,105,2447,4955,30,238,61,Kromme Mijdrechtbuurt,K54,K,184827,3.63E+12,K Zuid,K54a Kromme Mijdrechtbuurt,Kromme Mijdrechtbuurt,2483,331,567,654,579,352,93,31,50,118,255,466,1470,2656.359305,353.126086,612.138964,700.4709266,623.1796042,367.4437238,33.64222643,61.71741935,17.39769371,65.57806134
239,K54b,2713,354,719,751,566,323,80,36,60,30,195,513,345,479,312,420,26,46,748,950,544,715,731,859,37,54,2680,3423,19,239,25,Rijnbuurt Oost,K54,K,232582,3.63E+12,K Zuid,K54b Rijnbuurt Oost,Rijnbuurt Oost,2713,354,719,751,566,323,80,36,30,60,195,513,1799,2597.888741,347.0751546,683.8581746,728.512606,535.8274107,302.6153949,17.32538217,28.99276443,11.92140912,37.360832
240,M33i,37,5,2,4,19,7,0,1,0,0,1,3,2,77,6,90,,19,1,121,15,213,7,90,,30,31,591,,240,11,Bedrijvengebied Veelaan,M33,M,51207,3.63E+12,M Oost,M33i Bedrijvengebied Veelaan,Bedrijvengebied Veelaan,37,5,2,4,19,7,0,1,0,0,1,3,32,81.63458741,9.264852521,11.99231814,12.96513336,34.62967937,12.78260403,0.900081305,1.796769545,0.128655496,2.695463068
241,K90a,4566,614,865,1100,850,1137,178,34,101,83,728,1324,625,626,1145,1158,52,52,1121,1129,858,860,863,872,101,101,4612,4645,60,241,60,Gelderlandpleinbuurt,K90,K,464174,3.63E+12,K Zuid,K90a Gelderlandpleinbuurt,Gelderlandpleinbuurt,4566,614,865,1100,850,1137,178,34,83,101,728,1324,2118,4129.61357,565.7954437,771.8709592,1018.381867,774.1154067,999.4498935,54.03488688,48.82689228,14.91519409,92.66971515
242,K90c,3780,708,766,1019,758,529,136,42,95,69,797,1012,698,864,518,757,32,35,986,1174,744,907,760,881,70,79,3706,4583,41,242,51,Buitenveldert Midden Zuid,K90,K,543526,3.63E+12,K Zuid,K90c Buitenveldert Midden Zuid,Buitenveldert Midden Zuid,3780,708,766,1019,758,529,136,42,69,95,797,1012,1629,3848.863046,722.0334278,777.799501,1014.555183,770.8748279,563.6001068,42.94229996,32.17230786,23.68103885,70.26609781
243,K90d,4077,710,459,820,936,1152,166,53,40,56,567,1001,710,755,1152,1233,19,22,820,931,936,1002,459,541,116,126,4077,4462,37,243,39,Buitenveldert Zuidwest,K90,K,749536,3.63E+12,K Zuid,K90d Buitenveldert Zuidwest,Buitenveldert Zuidwest,4077,710,459,820,936,1152,166,53,56,40,567,1001,2194,4031.19408,697.4236698,452.4419257,814.7854416,921.7448719,1144.79817,36.88084936,18.88462579,34.71680633,115.5628469
244,K54c,2152,261,574,601,436,280,63,11,54,17,134,434,244,443,244,539,20,46,534,1003,391,790,525,973,25,81,1938,3748,11,244,20,Rijnbuurt Midden,K54,K,285464,3.63E+12,K Zuid,K54c Rijnbuurt Midden,Rijnbuurt Midden,2152,261,574,601,436,280,63,11,17,54,134,434,1439,2179.12525,256.5952459,574.912355,604.0694134,452.8868017,290.6614342,12.52061139,25.82308947,7.96511779,36.10520544
245,K54d,1719,271,201,398,509,340,123,24,155,32,258,284,226,474,340,626,70,135,427,804,494,870,241,508,81,147,1728,3282,12,245,18,Rijnbuurt West,K54,K,79410,3.63E+12,K Zuid,K54d Rijnbuurt West,Rijnbuurt West,1719,271,201,398,509,340,123,24,32,155,258,284,843,1866.420116,267.2311069,262.3054287,452.7745472,527.1910187,356.9180148,12.93918868,84.26928345,18.76385756,86.27381181
246,M27c,545,220,195,77,46,7,18,5,57,26,143,212,251,562,17,205,38,127,138,714,79,596,222,613,21,116,707,2690,24,246,100,Parooldriehoek,M27,M,69347,3.63E+12,M Oost,M27c Parooldriehoek,Parooldriehoek,545,220,195,77,46,7,18,5,26,57,143,212,84,847.1166187,268.4477274,246.1336904,177.9446569,123.5901855,31.00035852,29.59664205,45.02663714,6.567081348,27.8094471
247,M28a,3865,449,1025,1052,890,449,260,46,311,163,479,752,430,613,412,655,150,226,1016,1521,831,1255,985,1475,149,264,3674,5519,97,247,156,Oosterparkbuurt Noordwest,M28,M,220328,3.63E+12,M Oost,M28a Oosterparkbuurt Noordwest,Oosterparkbuurt Noordwest,3865,449,1025,1052,890,449,260,46,163,311,479,752,1854,3894.360244,452.276018,1015.984059,1081.110595,896.3530561,448.6365158,105.8976244,160.8167637,22.13096425,166.2628172
248,M35a,1542,460,208,443,371,60,159,12,179,50,164,296,460,568,60,76,61,77,443,530,371,463,208,258,114,144,1542,1895,25,248,33,Steigereiland Noord,M35,M,864598,3.63E+12,M Oost,M35a Steigereiland Noord,Steigereiland Noord,1542,460,208,443,371,60,159,12,50,179,164,296,682,1512.991977,454.1763208,203.7146846,431.9178133,364.4748977,58.70826068,23.47865192,58.83992922,4.341103339,113.0679175
